"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Belarus","BLR","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.1500015258789","","","","","","","","","","","","","","","","","","","","88.7300033569336","","","","","","","","","","97.4800033569336","","","","",
"Belize","BLZ","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","8.22000026702881","","","","","","","","","","12.8999996185303","","","","","","","","","","","21.1599998474121","","","","","","","","","","","","","","","","","","","83.7600021362305","","","","81.4965667724609","41.5739212036133","83.6521453857422","","","47.3843231201172","54.4900016784668","","","",
"Bermuda","BMU","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","57.2000007629395","","","","","","","","","","","","","","","","","","","","","82.5400009155273","","","","","","","","","91.7399978637695","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","17.1299991607666","","","","","","","","","","","","","","","","37","","","","","","","","36.9900016784668","35.25","33.7299995422363","","32.6800003051758","38.1100006103516","41.4300003051758","43.0699996948242","43.7299995422363","45.4900016784668","","48.2799987792969","50.1599998474121","53.3400001525879","49.5900001525879","50.810001373291","51.7999992370605","52.9199981689453","53.4799995422363","57.310001373291","58.0800018310547","58.4099998474121","56.266300201416","57.3912811279297",
"Brazil","BRA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","10.2700004577637","","","","","","9.19999980926514","","","","11.3100004196167","","","","","","","","","","","","","","","","","","","","","38.2700004577637","39.8199996948242","41.560001373291","42.8699989318848","43.9500007629395","46.2099990844727","48.0699996948242","50.2200012207031","51.0200004577637","52.0200004577637","54.5200004577637","55.689998626709","57.1199989318848","57.6599998474121","58.8600006103516","61.3899993896484","62","63.2000007629395","64.4599990844727","66.6600036621094","67.4000015258789","67.870002746582","69.9547119140625",
"Barbados","BRB","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","63.0999984741211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.6900024414062","","","","","","","","","","","","","","","47.9720764160156","66.7868270874023","51.3354721069336","53.5368423461914","53.8243637084961","","","","",
"Brunei Darussalam","BRN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","11.3400001525879","","","","","","","","","","32.5400009155273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.620002746582","","","88.8499603271484","","","82.1810989379883","83.1742324829102","82.8056869506836","83.0430068969727","85.2126922607422","86.0491180419922","",
"Bhutan","BTN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84000015258789","","","","","23.5699996948242","","","","","","",
"Botswana","BWA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","2.05999994277954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.7771759033203","67.3727645874023","69.9438781738281","69.2225341796875","71.3804473876953",
"Central African Republic","CAF","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.96000003814697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.25777006149292","","","","",
"Canada","CAN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","61.5999984741211","","64.6600036621094","","","","67.9000015258789","","","","","74.25","","","","","79.2099990844727","","","","","83.3499984741211","","","","","","","","","","","","","","","","","","","92.5331649780273","92.8317565917969","93.0813674926758","93.3555145263672","93.6479110717773","93.8281555175781","94.2608032226562","94.6484985351562","94.9135131835938","94.8671493530273","95.2390670776367","95.6152420043945","95.9839477539062","96.0787582397461",
"Central Europe and the Baltics","CEB","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","16.2099990844727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.2200012207031","95.3199996948242","95.379997253418","95.5699996948242","95.6930160522461","96.4599990844727","96.7399978637695","96.4400024414062","96.3849868774414","96.6699981689453","96.8600006103516","96.8767700195312","97.7458801269531","97.873649597168","98.0365600585938",
"Channel Islands","CHI","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","29","","","","","","","","","","","","33.0299987792969","","","","","","","","","","","","","","","","","","66.7300033569336","","","68.9599990844727","75.3099975585938","","69.5400009155273","76.3399963378906","72.4499969482422","73.4599990844727","73.5500030517578","74.0199966430664","75.5632095336914","76.0899963378906","77.5313339233398","78.5100021362305","78.2450332641602","79.6600036621094","80.5999908447266","81.3367691040039","83.0500030517578","85.0017929077148","83.1999969482422","85.9587631225586",
"China","CHN","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","14.1700000762939","","","","","","","","","","","","","","","","","","43.3800010681152","","","","","","","","","","58.6500015258789","","","","","","","","","","67.370002746582","","","",
"Cote d'Ivoire","CIV","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.8600006103516","","","","","","","","","","","","","","17.2361259460449","11.3944902420044","20.0200004577637","","11.8433599472046","","","9.09584045410156","","20.0100002288818","17.9306621551514","",
"Cameroon","CMR","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","1.73000001907349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9200000762939","","","26.3700008392334","","","","33.2688941955566","","","","23.2834796905518","","","","","",
"Congo, Dem. Rep.","COD","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","6.63000011444092","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3455924987793","27.5200004577637","","","36.7299995422363","","35.076358795166","","","","","",
"Congo, Rep.","COG","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","12.1700000762939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.6893005371094","","","","","","","","",
"Colombia","COL","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6199989318848","38.3600006103516","39.9199981689453","41.0900001525879","38.2700004577637","42.1399993896484","44.0099983215332","43.7599983215332","44.3400001525879","45.5699996948242","46.5499992370605","48.4000015258789","49.6100006103516","50.5299987792969","52.3699989318848","53.5499992370605","55.0099983215332","56.5699996948242","58.8499984741211","59.2900009155273","61.2900009155273","62.1794776916504",
"Comoros","COM","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0540180206299","","","","","","","20.6634826660156","27.3234691619873","",
"Cabo Verde","CPV","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1800003051758","","","","","","","","",
"Costa Rica","CRI","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","16.4400005340576","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5999984741211","38.8300018310547","38.8800010681152","39.9300003051758","40.5999984741211","41.4099998474121","42.5299987792969","42.8300018310547","42.0299987792969","43.2799987792969","44.189998626709","44.9000015258789","46.5900001525879","45.4799995422363","45.4199981689453","46.5299987792969","47.189998626709","48.0999984741211","48.189998626709","50.189998626709","51.2799987792969","52.1040725708008",
"Caribbean small states","CSS","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.8399963378906","","","","","","","","","","79.1500015258789","","","","","","","78.6480712890625","","","","",
"Curacao","CUW","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.337760925293","","90.3499984741211","","","",
"Cayman Islands","CYM","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","15.3000001907349","","","","","","","","","","","","","","","","","","","54.2700004577637","","","","","","","","","","","","","","","80.0199966430664","84.4899978637695","81.7699966430664","91.4899978637695","91.0199966430664","","","","","","94.3099975585938","96.2699966430664","","","","","","","","",
"Cyprus","CYP","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4500007629395","","","","","","","","","","","","63.7200012207031","65.8499984741211","68.5299987792969","70","70.8300018310547","71.0299987792969","72.2099990844727","74.5100021362305","76.0100021362305","77.0199966430664","77.0100021362305","76.8099975585938","78.2900009155273","78.3443069458008","79.9400024414062","80.2655868530273","81.1399993896484","82.9875640869141","84.1147155761719","",
"Czechia","CZE","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.3400001525879","","","","","","","","","","","","","","","99.7600021362305","99.7799987792969","99.8099975585938","99.7799987792969","99.7699966430664","99.8399963378906","99.879997253418","99.8399963378906","99.8099975585938","99.8300018310547","99.8300018310547","99.879997253418","99.8800888061523","99.8399963378906","99.8430404663086","99.86962890625","98.9953002929688","",
"Germany","DEU","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.5599975585938","96.5100021362305","96.6100006103516","96.7600021362305","96.3899993896484","96.3600006103516","96.129997253418","96.370002746582","96.3899993896484","96.3600006103516","96.5299987792969","96.4400024414062","96.2099990844727","94.982177734375","96.120002746582","94.9056701660156","95.4300003051758","93.1566390991211","93.5915908813477","",
"Djibouti","DJI","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2160797119141","","","","","","",
"Dominica","DMA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","5.30000019073486","","","","","","","","","","","11.6000003814697","","","","","","","","","","","","","","","","","","","","29.9400005340576","","","","","","","","","","","","","","","","","","","","57.8777694702148","","",
"Denmark","DNK","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.4700012207031","","","","","","","","","","","","99.4700012207031","","","","99.3000030517578","","99.4700012207031","96.0599975585938","96.4800033569336","99.5199966430664","99.6999969482422","91.5100021362305","91.629997253418","92.3199996948242","86.5357666015625","93.7600021362305","88.1112060546875","95.0699996948242","90.3643493652344","90.9987258911133","",
"Dominican Republic","DOM","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","12.3999996185303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.2400016784668","44.0099983215332","46.75","48.2999992370605","49.9900016784668","49.5200004577637","50.9199981689453","52.7799987792969","52.7799987792969","53.7400016784668","55.0999984741211","56.8800010681152","57.6500015258789","58.2599983215332","59.6399993896484","62.1399993896484","60.9700012207031","62.7400016784668","63.4300003051758","66","65.9599990844727","67.5100021362305","67.0899963378906","62.3327674865723",
"Algeria","DZA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","0.790000021457672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7700004577637","","","","","","","","42.6240081787109","","","","",
"East Asia & Pacific (excluding high income)","EAP","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","13.3900003433228","","","","","","","","22.4699993133545","","","","","","","","33.9099998474121","","","","","","","","","","","40.9700012207031","","41.1699981689453","","42.25","42.5099983215332","42.7599983215332","42.7900009155273","42.7900009155273","44.560001373291","44.9199981689453","46.5200004577637","47.689998626709","48.4099998474121","52.189998626709","52.0099983215332","52.5099983215332","50.9700012207031","51.8899993896484","53.0499992370605","54.3899993896484","54.1800003051758","",
"Egypt, Arab Rep.","EGY","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0900001525879","","","","","","","","","","45.1399993896484","","","","","","","","","","36.4500007629395","","","","49.8816337585449","55.0772018432617","56.264949798584","55.5324516296387","55.4580039978027","57.7911262512207","58.7880935668945","73.5100021362305","60.8761291503906","72.4759979248047","47.6760749816895","46.8118629455566","","",
"Euro area","EMU","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","SE.SEC.CUAT.LO.FE.ZS","","","","","","","","","","","6.73999977111816","","","","","","","","","","","16.7900009155273","","","","","20.8999996185303","","","","","30.4200000762939","","","","","","","","","","","","","55.7400016784668","59.0299987792969","60.3800010681152","61.3499984741211","62.3499984741211","63.2900009155273","64.2099990844727","65.6399993896484","66.7900009155273","69.2204895019531","70.8899993896484","72.1699981689453","73.3099975585938","75.3778457641602","75.370002746582","77.7738647460938","78.5299987792969","81.084228515625","81.5416717529297","",
